id,node_type
89,CLOSE_BRACK DOWN
183,tfpdef|NAME UP
662,small_stmt|global_stmt DOWN
374,testlist UP
667,atom_expr|atom|NAME UP
1,OPEN_PAREN UP
340,dictorsetmaker|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME DOWN
331,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor DOWN
488,stmt|compound_stmt|classdef DOWN
546,except_clause DOWN
520,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|FALSE DOWN
677,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|ELLIPSIS UP
529,STRING UP
702,and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom UP
359,testlist_star_expr|test|or_test|and_test UP
88,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom DOWN
245,subscriptlist DOWN
496,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power UP
597,testlist_comp|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|FALSE UP
77,stmt|simple_stmt|small_stmt|import_stmt|import_from DOWN
549,stmt|compound_stmt|try_stmt DOWN
653,testlist|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor DOWN
499,or_test|and_test|not_test|comparison DOWN
679,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr UP
300,expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER DOWN
533,vfpdef|NAME DOWN
286,small_stmt|del_stmt DOWN
353,not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME DOWN
260,term|factor|power|atom_expr|atom DOWN
420,dotted_as_name|dotted_name|NAME UP
414,test|or_test|and_test|not_test|comparison DOWN
463,testlist_comp|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER UP
317,subscriptlist|subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr UP
336,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term UP
158,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr UP
343,testlist|test|or_test UP
477,testlist_star_expr|test|or_test DOWN
541,stmt|compound_stmt|decorated UP
345,OR DOWN
511,WHILE DOWN
381,subscript DOWN
635,small_stmt|expr_stmt|testlist_star_expr|test|or_test DOWN
185,typedargslist DOWN
208,IF DOWN
376,atom UP
127,term DOWN
100,dotted_as_names|dotted_as_name|dotted_name|NAME DOWN
241,STAR UP
434,testlist_star_expr|test|or_test|and_test|not_test|comparison UP
112,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr DOWN
302,not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom DOWN
418,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NONE DOWN
606,small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor UP
472,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor UP
21,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr DOWN
64,IMPORT UP
473,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor DOWN
540,funcdef DOWN
594,small_stmt|flow_stmt|return_stmt|RETURN UP
47,NEWLINE UP
326,small_stmt|flow_stmt|return_stmt UP
301,not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom UP
659,testlist_comp|test|or_test|and_test DOWN
250,test_nocond|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr DOWN
524,small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr UP
92,subscriptlist|subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME DOWN
382,sliceop UP
532,varargslist DOWN
683,subscriptlist|subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NONE UP
143,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER UP
658,testlist_comp|test|or_test|and_test UP
268,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr UP
299,testlist_comp|test|or_test|and_test|not_test|comparison DOWN
377,atom DOWN
196,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER UP
154,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|FALSE DOWN
257,subscriptlist|subscript UP
419,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NONE UP
534,testlist_star_expr|test|lambdef UP
71,small_stmt|import_stmt|import_from UP
543,AT DOWN
674,augassign|MULT_ASSIGN DOWN
234,WITH UP
76,stmt|simple_stmt|small_stmt|import_stmt|import_from UP
40,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME UP
138,test DOWN
60,dotted_as_names|dotted_as_name UP
242,factor|power|atom_expr|atom|NUMBER UP
348,stmt|simple_stmt|small_stmt|flow_stmt|return_stmt UP
537,decorators|decorator UP
668,atom_expr|atom|NAME DOWN
84,testlist_comp DOWN
90,OPEN_BRACK DOWN
313,testlist|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER UP
295,test|or_test|and_test|not_test UP
497,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power DOWN
623,or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|TRUE DOWN
41,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|STRING DOWN
371,import_as_names|import_as_name DOWN
452,arglist|argument|test|lambdef UP
680,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr DOWN
478,small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER UP
505,stmt|simple_stmt|small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison DOWN
642,XOR UP
309,test|or_test|and_test DOWN
636,and_expr|shift_expr|arith_expr|term|factor|power|atom_expr UP
147,dictorsetmaker DOWN
550,EXCEPT DOWN
4,CLOSE_PAREN DOWN
132,or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr UP
261,atom|STRING UP
671,subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term UP
110,term|factor|power|atom_expr|atom|NAME UP
375,testlist DOWN
489,CLASS DOWN
644,testlist_comp|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor UP
2,parameters UP
114,term|factor|power|atom_expr|atom|STRING DOWN
209,or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME DOWN
405,expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|FALSE UP
494,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|TRUE DOWN
140,annassign DOWN
220,comp_for UP
628,stmt|simple_stmt|small_stmt|assert_stmt DOWN
610,testlist|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power UP
98,stmt|simple_stmt|small_stmt|import_stmt|import_name UP
565,stmt|simple_stmt|small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term DOWN
246,subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|STRING DOWN
253,subscriptlist|subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor UP
643,and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME DOWN
187,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NONE DOWN
59,dotted_name|NAME UP
490,or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term UP
422,dotted_as_names DOWN
656,testlist_comp|test|or_test|and_test|not_test UP
204,or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr UP
559,testlist|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|TRUE UP
569,dotted_as_name DOWN
150,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom DOWN
428,subscript|test|or_test|and_test|not_test|comparison UP
567,small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term DOWN
515,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NONE UP
119,stmt|simple_stmt|small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME UP
51,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME DOWN
62,AS DOWN
316,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr DOWN
444,and_test|not_test|comparison UP
699,star_expr DOWN
325,RETURN UP
197,IF UP
99,stmt|simple_stmt|small_stmt|import_stmt|import_name DOWN
272,factor|power DOWN
347,OR UP
252,term|factor|power|atom_expr|atom|NUMBER DOWN
366,testlist_comp|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr UP
57,COLON DOWN
216,expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|STRING DOWN
619,or_test|and_test DOWN
360,testlist_star_expr|test|or_test|and_test DOWN
621,testlist|test UP
101,dotted_as_names|dotted_as_name|dotted_name|NAME UP
318,subscriptlist|subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr DOWN
393,factor DOWN
85,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|STRING DOWN
87,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom UP
148,OPEN_BRACE UP
521,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|FALSE UP
173,subscriptlist|subscript|test|or_test|and_test|not_test|comparison DOWN
3,parameters DOWN
542,stmt|compound_stmt|decorated DOWN
453,arglist|argument|test|lambdef DOWN
471,or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|STRING DOWN
522,small_stmt|pass_stmt|PASS UP
303,expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER UP
651,OR_OP UP
692,small_stmt|expr_stmt|testlist_star_expr|test UP
596,testlist_comp|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|FALSE DOWN
678,xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME UP
652,testlist|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor UP
637,and_expr|shift_expr|arith_expr|term|factor|power|atom_expr DOWN
230,testlist|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME DOWN
640,testlist|test|or_test|and_test|not_test|comparison|expr|xor_expr DOWN
12,arglist DOWN
660,GLOBAL UP
103,import_as_name|NAME UP
108,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|TRUE UP
423,dotted_as_name|dotted_name|NAME DOWN
626,ASSERT UP
297,NOT DOWN
168,typedargslist|tfpdef|NAME DOWN
365,small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom DOWN
676,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|ELLIPSIS DOWN
648,subscriptlist|subscript|test|or_test|and_test|not_test|comparison|expr UP
307,NUMBER UP
218,comp_iter|comp_if DOWN
276,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term DOWN
500,expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|TRUE DOWN
96,arglist|argument UP
223,IN DOWN
403,subscriptlist|subscript|COLON UP
113,ADD DOWN
401,subscriptlist|subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term DOWN
407,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor DOWN
459,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power DOWN
269,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr DOWN
292,not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr UP
613,small_stmt|flow_stmt|continue_stmt|CONTINUE DOWN
288,subscriptlist|subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom UP
298,testlist_comp|test|or_test|and_test|not_test|comparison UP
464,testlist_comp|test|or_test UP
354,and_test|not_test UP
475,and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr DOWN
186,tfpdef|NAME DOWN
34,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME DOWN
661,small_stmt|global_stmt UP
176,comp_op|NOT_EQ_2 UP
239,testlist_comp|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term DOWN
39,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME DOWN
361,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|FALSE DOWN
553,subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor DOWN
69,dotted_name DOWN
535,testlist_star_expr|test|lambdef DOWN
589,small_stmt|flow_stmt|break_stmt|BREAK DOWN
616,term|factor|power UP
703,and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom DOWN
266,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term UP
29,NEWLINE DOWN
461,not_test|comparison DOWN
346,and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME DOWN
281,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor DOWN
383,sliceop DOWN
7,argument DOWN
575,small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NONE DOWN
599,testlist|test|or_test|and_test DOWN
249,test_nocond|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr UP
320,subscriptlist|subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER UP
327,small_stmt|flow_stmt|return_stmt DOWN
333,dotted_as_names|dotted_as_name|dotted_name DOWN
342,and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME UP
526,term|factor UP
73,IMPORT DOWN
95,testlist_star_expr DOWN
344,testlist|test|or_test DOWN
380,subscript UP
33,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME UP
199,stmt|compound_stmt|if_stmt DOWN
555,argument|test|or_test|and_test|not_test|comparison DOWN
264,factor|power|atom_expr|atom UP
684,test_nocond|or_test|and_test|not_test UP
691,arglist|argument|test|or_test|and_test|not_test|comparison|expr DOWN
620,or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|TRUE UP
30,CLOSE_PAREN UP
556,expr|xor_expr|and_expr|shift_expr|arith_expr|term UP
83,testlist_comp UP
607,small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor DOWN
254,subscriptlist|subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor DOWN
387,factor|power|atom_expr|atom|STRING DOWN
145,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr DOWN
238,testlist_comp|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term UP
564,stmt|simple_stmt|small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term UP
602,expr|xor_expr|and_expr|shift_expr|arith_expr UP
117,term|factor|power|atom_expr|atom|STRING UP
229,stmt|compound_stmt|for_stmt DOWN
139,annassign UP
50,INDENT DOWN
111,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr UP
476,testlist_star_expr|test|or_test UP
627,stmt|simple_stmt|small_stmt|assert_stmt UP
437,simple_stmt DOWN
35,stmt|simple_stmt|small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr UP
370,import_as_names|import_as_name UP
587,testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|TRUE UP
530,vfpdef|NAME UP
13,COMMA DOWN
49,suite DOWN
80,stmt|simple_stmt|small_stmt|expr_stmt DOWN
689,exprlist|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom DOWN
42,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|STRING UP
368,testlist_comp|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NONE DOWN
590,testlist|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|FALSE DOWN
201,DEDENT UP
10,ASSIGN UP
240,factor|power|atom_expr|atom|NUMBER DOWN
654,not_test UP
672,subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term DOWN
211,ELSE UP
611,testlist|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power DOWN
704,simple_stmt|small_stmt|expr_stmt UP
107,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|TRUE DOWN
399,testlist_comp|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME UP
330,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor UP
350,not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER UP
358,not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME UP
681,xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME DOWN
155,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|STRING UP
373,testlist|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term DOWN
605,testlist|test|or_test|and_test|not_test|comparison DOWN
207,testlist_star_expr|test DOWN
696,dictorsetmaker|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER DOWN
479,small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER DOWN
641,XOR DOWN
584,power|atom_expr|atom|NAME DOWN
189,expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom UP
131,factor|power|atom_expr|atom|NAME UP
195,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER DOWN
205,or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr DOWN
416,expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NONE DOWN
429,subscript|test|or_test|and_test|not_test|comparison DOWN
32,NAME DOWN
86,OPEN_BRACK UP
290,stmt|simple_stmt|small_stmt|expr_stmt|testlist_star_expr|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|STRING DOWN
433,subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom DOWN
227,expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|STRING UP
536,AT UP
151,CLOSE_BRACE DOWN
28,stmt|simple_stmt DOWN
491,or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term DOWN
221,comp_for DOWN
236,stmt|compound_stmt|with_stmt DOWN
162,argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom UP
74,import_as_names|import_as_name|NAME DOWN
67,dotted_name|NAME DOWN
421,dotted_as_names UP
485,exprlist|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr DOWN
262,arglist|argument|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NUMBER DOWN
482,subscript|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr UP
194,testlist|test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr DOWN
116,term|factor|power|atom_expr|atom|NAME DOWN
177,expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NAME UP
188,test|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom|NONE UP
669,small_stmt|assert_stmt UP
544,EXCEPT UP
695,test_nocond|or_test|and_test|not_test|comparison|expr|xor_expr|and_expr|shift_expr|arith_expr|term|factor|power|atom_expr|atom DOWN
63,AS UP
